loan_id,origination_date,state,loan_type,loan_amount,interest_rate,loan_term_months,credit_score,annual_income,dti_ratio,borrower_segment,delinquency_status,days_past_due,loss_given_default,prob_of_default,origination_year,origination_quarter,is_default,is_delinquent,model_pd,risk_band
LN004418,2023-09-30,TX,Mortgage,225784,0.0415,360,746,52883,0.258,Near-Prime,Current,4,0,0.0254,2023,2023Q3,0,0,0.241,High
LN004419,2022-10-10,IL,Mortgage,506268,0.0319,360,789,58963,0.428,Near-Prime,Current,0,0,0.0294,2022,2022Q4,0,0,0.2614,High
LN004420,2021-12-02,TX,Auto,37218,0.0717,60,641,55023,0.476,Subprime,Current,3,0,0.1215,2021,2021Q4,0,0,0.5257,Critical
LN004421,2019-09-12,CO,Mortgage,253524,0.049,360,733,57755,0.244,Near-Prime,Current,3,0,0.0799,2019,2019Q3,0,0,0.3224,Critical
LN004422,2023-09-19,PA,Mortgage,370722,0.1037,360,479,180022,0.328,Deep Subprime,30-59 DPD,49,0,0.2213,2023,2023Q3,0,1,0.6923,Critical
LN004423,2024-10-31,CA,Small Business,63468,0.0518,84,750,140629,0.317,Prime,30-59 DPD,42,0,0.0215,2024,2024Q4,0,1,0.3764,Critical
LN004424,2024-09-19,OH,Auto,16521,0.0249,60,805,65337,0.25,Near-Prime,Current,0,0,0.0056,2024,2024Q3,0,0,0.1607,High
LN004425,2021-07-18,CA,Personal,22118,0.1097,48,387,62807,0.295,Deep Subprime,60-89 DPD,75,0,0.2716,2021,2021Q3,0,1,0.8816,Critical
LN004426,2020-09-25,TX,Mortgage,414649,0.042,360,754,123728,0.33,Prime,Current,0,0,0.0196,2020,2020Q3,0,0,0.2619,High
LN004427,2020-09-07,FL,Mortgage,91072,0.0327,360,792,86488,0.083,Prime,Current,0,0,0.031,2020,2020Q3,0,0,0.215,High
LN004428,2022-12-20,KY,Auto,29065,0.0536,60,670,68405,0.27,Near-Prime,Current,1,0,0.0711,2022,2022Q4,0,0,0.3971,Critical
LN004429,2021-04-07,AR,Mortgage,121197,0.037,360,776,184103,0.197,Prime,Current,2,0,0.0292,2021,2021Q2,0,0,0.2235,High
LN004430,2024-11-19,SC,Mortgage,773259,0.115,360,397,38896,0.149,Deep Subprime,60-89 DPD,77,0,0.2703,2024,2024Q4,0,1,0.8808,Critical
LN004431,2022-02-09,NY,Small Business,104160,0.0278,84,820,59482,0.271,Near-Prime,Current,4,0,0.0153,2022,2022Q1,0,0,0.1972,High
LN004432,2020-02-05,FL,Small Business,49432,0.0386,84,778,55906,0.177,Near-Prime,Current,0,0,0.0147,2020,2020Q1,0,0,0.2855,High
LN004433,2019-06-10,MI,Mortgage,495533,0.0439,360,756,75684,0.281,Prime,Current,0,0,0.0254,2019,2019Q2,0,0,0.3264,Critical
LN004434,2022-12-03,TN,Mortgage,166905,0.0382,360,780,35296,0.19,Near-Prime,Current,0,0,0.0328,2022,2022Q4,0,0,0.1939,High
LN004435,2024-02-19,SD,Credit Card,6766,0.0295,0,745,75805,0.317,Prime,Current,0,0,0.0165,2024,2024Q1,0,0,0.2721,High
LN004436,2020-11-14,TX,Mortgage,295773,0.0256,360,841,52243,0.521,Subprime,Current,0,0,0.0141,2020,2020Q4,0,0,0.1865,High
LN004437,2023-12-03,CA,Personal,10447,0.0349,48,756,100528,0.1,Prime,Current,1,0,0.0168,2023,2023Q4,0,0,0.3283,Critical
LN004438,2021-12-09,MA,Credit Card,9228,0.0257,0,822,51214,0.673,Subprime,Current,2,0,0.0068,2021,2021Q4,0,0,0.2514,High
LN004439,2022-11-16,SC,Credit Card,32076,0.0404,0,762,44993,0.177,Near-Prime,Current,2,0,0.0307,2022,2022Q4,0,0,0.2385,High
LN004440,2019-04-17,LA,Auto,14174,0.0658,60,657,84573,0.388,Subprime,Current,0,0,0.1255,2019,2019Q2,0,0,0.5111,Critical
LN004441,2023-08-27,AZ,Mortgage,190346,0.0255,360,816,63345,0.131,Near-Prime,Current,2,0,0.0163,2023,2023Q3,0,0,0.1863,High
LN004442,2024-12-25,NE,Mortgage,166627,0.0412,360,752,52599,0.579,Subprime,Current,0,0,0.0236,2024,2024Q4,0,0,0.3335,Critical
LN004443,2024-03-11,GA,Small Business,96141,0.0297,84,797,54276,0.128,Near-Prime,Current,3,0,0.0298,2024,2024Q1,0,0,0.2627,High
LN004444,2022-01-07,NV,Small Business,51590,0.0264,84,820,47037,0.578,Subprime,Current,3,0,0.0102,2022,2022Q1,0,0,0.2669,High
LN004445,2022-09-15,HI,Auto,59232,0.1194,60,377,167831,0.461,Deep Subprime,Current,2,0,0.2179,2022,2022Q3,0,0,0.8498,Critical
LN004446,2022-10-21,LA,Personal,20406,0.0531,48,711,78794,0.452,Subprime,Current,0,0,0.0899,2022,2022Q4,0,0,0.4707,Critical
LN004447,2022-04-12,NY,Personal,16431,0.0828,48,587,87908,0.222,Subprime,Current,0,0,0.1274,2022,2022Q2,0,0,0.6745,Critical
LN004448,2024-02-04,TX,Personal,17855,0.0348,48,745,77714,0.319,Prime,Current,0,0,0.0329,2024,2024Q1,0,0,0.2978,High
LN004449,2021-04-24,NC,Student,35288,0.0373,120,794,68938,0.222,Near-Prime,Current,0,0,0.0278,2021,2021Q2,0,0,0.2388,High
LN004450,2022-06-12,OH,Personal,6443,0.0328,48,813,48556,0.199,Near-Prime,Current,0,0,0.008,2022,2022Q2,0,0,0.192,High
LN004451,2022-08-21,OK,Auto,49337,0.049,60,722,42377,0.321,Near-Prime,Current,0,0,0.0492,2022,2022Q3,0,0,0.2934,High
LN004452,2022-03-12,CA,Mortgage,185771,0.0552,360,758,48448,0.103,Near-Prime,Current,2,0,0.0152,2022,2022Q1,0,0,0.2939,High
LN004453,2023-09-15,FL,Personal,12382,0.0206,48,841,83301,0.129,Prime,Current,4,0,0.0121,2023,2023Q3,0,0,0.2014,High
LN004454,2022-01-18,MO,Auto,33839,0.0332,60,773,48234,0.335,Near-Prime,Current,0,0,0.0304,2022,2022Q1,0,0,0.2221,High
LN004455,2021-10-21,CA,Mortgage,505567,0.0825,360,612,114421,0.113,Subprime,Current,0,0,0.1413,2021,2021Q4,0,0,0.6814,Critical
LN004456,2022-05-17,NY,Student,82632,0.0224,120,797,139697,0.278,Prime,Current,2,0,0.0335,2022,2022Q2,0,0,0.2239,High
LN004457,2024-03-06,IL,Personal,8355,0.0195,48,815,25212,0.435,Subprime,Current,0,0,0.0066,2024,2024Q1,0,0,0.2897,High
LN004458,2019-03-02,VA,Small Business,323989,0.028,84,831,133405,0.27,Prime,Current,0,0,0.0081,2019,2019Q1,0,0,0.1978,High
LN004459,2024-10-24,TX,Mortgage,359740,0.0427,360,749,34383,0.142,Near-Prime,Current,0,0,0.0298,2024,2024Q4,0,0,0.2643,High
LN004460,2022-11-19,KY,Personal,19682,0.0203,48,818,52527,0.348,Near-Prime,Current,0,0,0.0096,2022,2022Q4,0,0,0.2007,High
LN004461,2022-05-22,PA,Mortgage,1075324,0.0669,360,648,64531,0.317,Subprime,Current,0,0,0.1142,2022,2022Q2,0,0,0.6745,Critical
LN004462,2020-05-09,NV,Small Business,163735,0.0645,84,632,21116,0.218,Subprime,60-89 DPD,73,0,0.1177,2020,2020Q2,0,1,0.6382,Critical
LN004463,2024-05-25,OH,Mortgage,279027,0.0169,360,820,42485,0.169,Near-Prime,Current,0,0,0.0081,2024,2024Q2,0,0,0.1559,High
LN004464,2023-12-03,FL,Personal,9153,0.0769,48,597,65180,0.265,Subprime,30-59 DPD,43,0,0.136,2023,2023Q4,0,1,0.7082,Critical
LN004465,2022-10-21,TX,Student,51231,0.0787,120,596,32518,0.577,Subprime,Current,0,0,0.175,2022,2022Q4,0,0,0.6986,Critical
LN004466,2021-11-02,CA,Mortgage,202505,0.0434,360,709,31831,0.305,Near-Prime,Current,0,0,0.0816,2021,2021Q4,0,0,0.3621,Critical
LN004467,2019-06-30,NC,Credit Card,8630,0.0345,0,747,151379,0.276,Prime,Current,1,0,0.0342,2019,2019Q2,0,0,0.2562,High
LN004468,2021-10-07,CA,Student,35229,0.0282,120,751,63994,0.378,Near-Prime,Current,0,0,0.029,2021,2021Q4,0,0,0.3278,Critical
LN004469,2019-05-22,IL,Mortgage,284697,0.065,360,635,99274,0.281,Subprime,Current,1,0,0.1552,2019,2019Q2,0,0,0.5664,Critical
LN004470,2022-09-01,NJ,Mortgage,137360,0.0255,360,812,157102,0.284,Prime,Current,0,0,0.0144,2022,2022Q3,0,0,0.1537,High
LN004471,2021-03-28,FL,Mortgage,163602,0.022,360,826,89918,0.348,Prime,Current,3,0,0.0066,2021,2021Q1,0,0,0.1839,High
LN004472,2021-03-11,TX,Mortgage,304020,0.0555,360,707,46621,0.258,Near-Prime,Current,0,0,0.0524,2021,2021Q1,0,0,0.323,Critical
LN004473,2019-07-22,MD,Small Business,110174,0.0424,84,732,44481,0.355,Near-Prime,Current,0,0,0.0649,2019,2019Q3,0,0,0.3572,Critical
LN004474,2021-04-05,NM,Credit Card,8658,0.0285,0,778,78273,0.25,Prime,Current,0,0,0.0236,2021,2021Q2,0,0,0.2332,High
LN004475,2023-06-30,CA,Mortgage,200602,0.0399,360,753,84793,0.305,Prime,Current,3,0,0.0223,2023,2023Q2,0,0,0.3132,Critical
LN004476,2020-06-11,TX,Auto,11164,0.0552,60,690,68373,0.379,Near-Prime,Current,0,0,0.0537,2020,2020Q2,0,0,0.3149,Critical
LN004477,2023-11-20,ID,Auto,27033,0.0459,60,701,87999,0.248,Near-Prime,Current,0,0,0.0734,2023,2023Q4,0,0,0.3369,Critical
LN004478,2024-12-15,CA,Mortgage,277241,0.0464,360,697,56478,0.144,Near-Prime,Current,0,0,0.0805,2024,2024Q4,0,0,0.391,Critical
LN004479,2023-04-07,ME,Mortgage,355733,0.0782,360,599,60303,0.096,Subprime,Current,0,0,0.1489,2023,2023Q2,0,0,0.6675,Critical
LN004480,2023-12-11,CA,Mortgage,151605,0.0453,360,692,48510,0.421,Near-Prime,Current,0,0,0.0466,2023,2023Q4,0,0,0.3854,Critical
LN004481,2019-12-18,OK,Auto,26113,0.0384,60,740,38839,0.428,Near-Prime,Current,0,0,0.0191,2019,2019Q4,0,0,0.2485,High
LN004482,2022-08-06,NY,Personal,9510,0.0306,48,779,38425,0.288,Near-Prime,Current,4,0,0.0281,2022,2022Q3,0,0,0.2351,High
LN004483,2023-05-06,MS,Personal,32150,0.0341,48,780,49812,0.53,Subprime,Current,0,0,0.0137,2023,2023Q2,0,0,0.3367,Critical
LN004484,2023-11-15,NY,Mortgage,193883,0.0537,360,704,86550,0.252,Near-Prime,Current,0,0,0.0741,2023,2023Q4,0,0,0.3103,Critical
LN004485,2019-11-01,WA,Student,38348,0.038,120,772,60929,0.4,Near-Prime,Current,0,0,0.0153,2019,2019Q4,0,0,0.2403,High
LN004486,2024-02-09,CA,Personal,17556,0.123,48,363,48541,0.495,Deep Subprime,Current,0,0,0.2486,2024,2024Q1,0,0,0.9137,Critical
LN004487,2024-09-26,FL,Small Business,197855,0.0614,84,702,52602,0.231,Near-Prime,Current,0,0,0.056,2024,2024Q3,0,0,0.4839,Critical
LN004488,2022-04-09,MD,Auto,13448,0.0321,60,785,24166,0.501,Subprime,Current,1,0,0.0339,2022,2022Q2,0,0,0.2914,High
LN004489,2021-01-17,NC,Small Business,98194,0.032,84,756,45902,0.199,Near-Prime,Current,0,0,0.0237,2021,2021Q1,0,0,0.2908,High
LN004490,2023-07-27,AR,Student,41677,0.0515,120,713,87552,0.469,Subprime,90+ DPD,105,0,0.0549,2023,2023Q3,0,1,0.5192,Critical
LN004491,2021-04-20,PA,Auto,12417,0.0365,60,770,33601,0.275,Near-Prime,Current,0,0,0.026,2021,2021Q2,0,0,0.208,High
LN004492,2022-09-15,OR,Mortgage,195272,0.0294,360,803,27397,0.565,Subprime,Current,0,0,0.015,2022,2022Q3,0,0,0.2426,High
LN004493,2022-09-06,PA,Small Business,93012,0.0411,84,742,32417,0.348,Near-Prime,Current,0,0,0.0284,2022,2022Q3,0,0,0.3177,Critical
LN004494,2019-01-28,ME,Personal,24223,0.0423,48,752,46795,0.157,Near-Prime,Current,0,0,0.0321,2019,2019Q1,0,0,0.2943,High
LN004495,2021-01-09,ID,Small Business,73050,0.0309,84,832,58019,0.1,Near-Prime,Current,0,0,0.0091,2021,2021Q1,0,0,0.2057,High
LN004496,2023-12-16,NY,Student,20215,0.0432,120,776,67239,0.508,Subprime,Current,3,0,0.0181,2023,2023Q4,0,0,0.3476,Critical
LN004497,2023-08-26,CT,Auto,36868,0.046,60,777,85168,0.221,Prime,Current,0,0,0.0234,2023,2023Q3,0,0,0.2799,High
LN004498,2022-07-06,LA,Mortgage,279332,0.108,360,451,52988,0.562,Deep Subprime,Current,0,0,0.2361,2022,2022Q3,0,0,0.8022,Critical
LN004499,2020-05-31,FL,Mortgage,318466,0.0553,360,718,86212,0.457,Subprime,Current,0,0,0.0753,2020,2020Q2,0,0,0.4454,Critical
LN004500,2019-03-04,VA,Credit Card,2701,0.0342,0,797,32953,0.094,Near-Prime,Current,0,0,0.0156,2019,2019Q1,0,0,0.1777,High
LN004501,2021-11-13,CA,Mortgage,280772,0.0355,360,768,109201,0.298,Prime,Current,0,0,0.0325,2021,2021Q4,0,0,0.2831,High
LN004502,2023-08-08,AL,Mortgage,460407,0.0553,360,727,71653,0.127,Near-Prime,60-89 DPD,73,0,0.0479,2023,2023Q3,0,1,0.3875,Critical
LN004503,2020-10-31,TX,Personal,20596,0.0211,48,834,21949,0.169,Near-Prime,Current,1,0,0.0109,2020,2020Q4,0,0,0.1553,High
LN004504,2021-01-03,CA,Personal,20946,0.071,48,602,63183,0.345,Subprime,Current,1,0,0.1751,2021,2021Q1,0,0,0.6996,Critical
LN004505,2019-09-18,IL,Mortgage,822102,0.0387,360,775,190748,0.247,Prime,60-89 DPD,71,0,0.0359,2019,2019Q3,0,1,0.3102,Critical
LN004506,2023-10-21,MI,Mortgage,174196,0.0581,360,673,166908,0.117,Near-Prime,Current,0,0,0.0894,2023,2023Q4,0,0,0.3412,Critical
LN004507,2022-12-29,KY,Auto,33153,0.046,60,701,59337,0.326,Near-Prime,Current,1,0,0.0516,2022,2022Q4,0,0,0.3435,Critical
LN004508,2021-02-22,NH,Mortgage,327193,0.0384,360,793,80720,0.367,Near-Prime,Current,3,0,0.017,2021,2021Q1,0,0,0.2045,High
LN004509,2022-11-16,PA,Student,34943,0.0625,120,638,34350,0.422,Subprime,Current,3,0,0.1256,2022,2022Q4,0,0,0.6093,Critical
LN004510,2023-08-04,CA,Mortgage,382652,0.1405,360,309,31602,0.186,Deep Subprime,Current,0,0,0.2711,2023,2023Q3,0,0,0.9405,Critical
LN004511,2021-07-31,MO,Student,38099,0.0493,120,713,54471,0.45,Subprime,Current,0,0,0.0541,2021,2021Q3,0,0,0.4802,Critical
LN004512,2021-07-13,MI,Student,28611,0.0556,120,682,46921,0.317,Near-Prime,30-59 DPD,40,0,0.0496,2021,2021Q3,0,1,0.4536,Critical
LN004513,2023-12-17,PA,Personal,10234,0.0306,48,789,64486,0.191,Near-Prime,Current,4,0,0.02,2023,2023Q4,0,0,0.2085,High
LN004514,2019-03-15,NY,Mortgage,157152,0.0248,360,841,82001,0.164,Prime,Current,0,0,0.0176,2019,2019Q1,0,0,0.1389,Medium
LN004515,2021-07-05,GA,Auto,11806,0.1327,60,306,80488,0.275,Deep Subprime,30-59 DPD,49,0,0.2325,2021,2021Q3,0,1,0.9169,Critical
LN004516,2024-12-22,NY,Auto,25192,0.0467,60,799,99711,0.311,Prime,Current,0,0,0.0287,2024,2024Q4,0,0,0.2106,High
LN004517,2019-09-07,MO,Mortgage,192282,0.0433,360,764,77149,0.27,Prime,Current,0,0,0.014,2019,2019Q3,0,0,0.2609,High
LN004518,2019-05-17,NC,Student,17788,0.0283,120,837,105252,0.239,Prime,Current,0,0,0.0053,2019,2019Q2,0,0,0.1917,High
LN004519,2020-08-24,OK,Auto,37841,0.0223,60,812,100150,0.374,Near-Prime,60-89 DPD,78,0,0.0161,2020,2020Q3,0,1,0.1407,Medium
LN004520,2021-12-24,NC,Student,54082,0.0455,120,750,54389,0.461,Subprime,Current,0,0,0.0248,2021,2021Q4,0,0,0.4101,Critical
LN004521,2021-08-06,FL,Mortgage,169506,0.0524,360,707,21519,0.19,Near-Prime,90+ DPD,107,0,0.0777,2021,2021Q3,0,1,0.3666,Critical
LN004522,2022-04-06,LA,Mortgage,312564,0.0669,360,615,32512,0.074,Subprime,60-89 DPD,72,0,0.1653,2022,2022Q2,0,1,0.6317,Critical
LN004523,2021-04-27,MI,Credit Card,6396,0.0592,0,714,80381,0.221,Near-Prime,Current,4,0,0.0674,2021,2021Q2,0,0,0.3422,Critical
LN004524,2023-11-23,FL,Auto,14074,0.0298,60,775,65098,0.202,Near-Prime,Current,3,0,0.0338,2023,2023Q4,0,0,0.2271,High
LN004525,2022-01-14,VA,Auto,37016,0.0306,60,781,166314,0.178,Prime,Current,0,0,0.0347,2022,2022Q1,0,0,0.1712,High
LN004526,2023-11-28,NY,Auto,30397,0.0352,60,778,27231,0.358,Near-Prime,Current,2,0,0.0223,2023,2023Q4,0,0,0.2142,High
LN004527,2022-06-09,LA,Mortgage,407103,0.0506,360,740,93520,0.1,Prime,Current,2,0,0.028,2022,2022Q2,0,0,0.3468,Critical
LN004528,2019-09-12,OH,Personal,16296,0.054,48,678,59376,0.299,Near-Prime,Current,2,0,0.0611,2019,2019Q3,0,0,0.3962,Critical
LN004529,2019-01-28,IN,Mortgage,254657,0.0287,360,783,40025,0.338,Near-Prime,Current,4,0,0.0204,2019,2019Q1,0,0,0.2239,High
LN004530,2022-11-22,CA,Auto,24177,0.0678,60,610,145108,0.345,Subprime,90+ DPD,106,0,0.1631,2022,2022Q4,0,1,0.5987,Critical
LN004531,2021-09-30,IL,Auto,35047,0.0675,60,611,34650,0.17,Subprime,30-59 DPD,49,0,0.1145,2021,2021Q3,0,1,0.6229,Critical
LN004532,2022-10-18,MT,Small Business,145758,0.0689,84,624,70968,0.247,Subprime,Current,0,0,0.1338,2022,2022Q4,0,0,0.6521,Critical
LN004533,2024-09-11,WI,Auto,34279,0.027,60,802,111822,0.467,Subprime,Current,0,0,0.0052,2024,2024Q3,0,0,0.1967,High
LN004534,2021-06-19,TX,Mortgage,225686,0.1186,360,371,39417,0.484,Deep Subprime,60-89 DPD,71,0,0.2442,2021,2021Q2,0,1,0.8533,Critical
LN004535,2024-08-26,FL,Auto,27495,0.0397,60,753,23920,0.192,Near-Prime,Current,0,0,0.0338,2024,2024Q3,0,0,0.2882,High
LN004536,2019-03-01,NY,Mortgage,477019,0.0676,360,594,81490,0.186,Subprime,60-89 DPD,77,0,0.1247,2019,2019Q1,0,1,0.6373,Critical
LN004537,2023-03-31,WA,Mortgage,159560,0.0546,360,710,105833,0.393,Near-Prime,Current,0,0,0.0705,2023,2023Q1,0,0,0.2726,High
LN004538,2024-09-11,MO,Mortgage,283130,0.0204,360,844,46480,0.138,Near-Prime,Current,0,0,0.0128,2024,2024Q3,0,0,0.1489,Medium
LN004539,2020-11-02,MO,Auto,25739,0.0375,60,751,27212,0.158,Near-Prime,Current,1,0,0.0237,2020,2020Q4,0,0,0.2504,High
LN004540,2023-12-20,GA,Mortgage,234892,0.0604,360,666,67738,0.169,Subprime,Current,2,0,0.1536,2023,2023Q4,0,0,0.5294,Critical
LN004541,2023-04-05,WI,Auto,21111,0.0759,60,595,51682,0.253,Subprime,Default,176,9967,0.1594,2023,2023Q2,1,1,0.5941,Critical
LN004542,2020-11-12,PA,Small Business,115422,0.0255,84,817,23603,0.437,Subprime,Current,0,0,0.0054,2020,2020Q4,0,0,0.2706,High
LN004543,2022-07-31,TX,Personal,7525,0.0506,48,692,80002,0.425,Near-Prime,Current,0,0,0.0899,2022,2022Q3,0,0,0.356,Critical
LN004544,2024-11-12,MI,Mortgage,165852,0.0349,360,786,41888,0.525,Subprime,Current,0,0,0.036,2024,2024Q4,0,0,0.2902,High
LN004545,2022-01-28,NE,Mortgage,410402,0.0441,360,695,81311,0.135,Near-Prime,Current,1,0,0.0496,2022,2022Q1,0,0,0.3504,Critical
LN004546,2024-05-25,CO,Personal,23099,0.0512,48,706,189109,0.211,Near-Prime,Current,4,0,0.0817,2024,2024Q2,0,0,0.3569,Critical
LN004547,2023-09-06,NJ,Small Business,129654,0.0755,84,584,58928,0.35,Subprime,Current,0,0,0.161,2023,2023Q3,0,0,0.7195,Critical
LN004548,2024-08-14,WA,Mortgage,356387,0.0362,360,793,62434,0.549,Subprime,Current,0,0,0.0173,2024,2024Q3,0,0,0.2638,High
LN004549,2020-04-06,AR,Student,46315,0.0401,120,765,63563,0.334,Near-Prime,Current,0,0,0.0234,2020,2020Q2,0,0,0.327,Critical
LN004550,2019-01-09,PA,Auto,16115,0.0724,60,616,56888,0.245,Subprime,Current,0,0,0.1713,2019,2019Q1,0,0,0.5576,Critical
LN004551,2021-03-17,NY,Auto,14825,0.0306,60,769,33434,0.171,Near-Prime,Current,0,0,0.0167,2021,2021Q1,0,0,0.2052,High
LN004552,2020-09-23,ME,Credit Card,4578,0.0351,0,819,69894,0.335,Near-Prime,Current,4,0,0.0171,2020,2020Q3,0,0,0.1837,High
LN004553,2024-08-04,OR,Personal,18169,0.0306,48,809,45135,0.109,Near-Prime,Current,4,0,0.0085,2024,2024Q3,0,0,0.1954,High
LN004554,2020-12-13,NY,Student,17443,0.062,120,617,47865,0.109,Subprime,Current,1,0,0.1379,2020,2020Q4,0,0,0.6214,Critical
LN004555,2024-03-12,OH,Mortgage,528365,0.0443,360,705,41461,0.272,Near-Prime,Current,0,0,0.0571,2024,2024Q1,0,0,0.3747,Critical
LN004556,2024-07-01,PA,Auto,58407,0.0223,60,839,75169,0.412,Near-Prime,Current,0,0,0.0071,2024,2024Q3,0,0,0.1321,Medium
LN004557,2020-08-11,TX,Auto,21913,0.0693,60,605,40491,0.392,Subprime,30-59 DPD,41,0,0.1323,2020,2020Q3,0,1,0.5784,Critical
LN004558,2021-09-18,ID,Mortgage,181958,0.1302,360,365,72460,0.118,Deep Subprime,Current,1,0,0.2676,2021,2021Q3,0,0,0.8777,Critical
LN004559,2019-08-26,IL,Auto,25152,0.0279,60,827,76649,0.196,Prime,Current,3,0,0.0175,2019,2019Q3,0,0,0.1804,High
LN004560,2022-10-17,OK,Mortgage,276582,0.0463,360,722,61785,0.252,Near-Prime,Current,0,0,0.0708,2022,2022Q4,0,0,0.2918,High
LN004561,2020-04-17,TX,Mortgage,202503,0.0526,360,677,29608,0.221,Near-Prime,Current,2,0,0.0696,2020,2020Q2,0,0,0.3486,Critical
LN004562,2023-07-19,NC,Mortgage,651384,0.0501,360,689,44256,0.561,Subprime,Current,0,0,0.0513,2023,2023Q3,0,0,0.547,Critical
LN004563,2021-11-02,CA,Personal,9730,0.0226,48,822,57357,0.508,Subprime,Current,4,0,0.018,2021,2021Q4,0,0,0.2817,High
LN004564,2020-10-18,MO,Small Business,69699,0.0406,84,736,30985,0.344,Near-Prime,Current,0,0,0.0522,2020,2020Q4,0,0,0.3421,Critical
LN004565,2021-10-19,NJ,Auto,42965,0.0163,60,837,70022,0.2,Prime,Current,3,0,0.0101,2021,2021Q4,0,0,0.1481,Medium
LN004566,2022-02-14,VA,Personal,12639,0.029,48,797,122732,0.408,Near-Prime,Current,0,0,0.0207,2022,2022Q1,0,0,0.1755,High
LN004567,2021-02-08,CA,Mortgage,146377,0.0551,360,723,77075,0.267,Near-Prime,Current,0,0,0.088,2021,2021Q1,0,0,0.3281,Critical
LN004568,2020-11-01,FL,Small Business,549174,0.046,84,723,32282,0.274,Near-Prime,Current,0,0,0.0549,2020,2020Q4,0,0,0.4893,Critical
LN004569,2019-12-10,CA,Auto,40771,0.0629,60,635,201546,0.133,Subprime,Current,4,0,0.1407,2019,2019Q4,0,0,0.5063,Critical
LN004570,2020-08-12,NY,Student,39606,0.0401,120,750,46102,0.503,Subprime,Current,0,0,0.0302,2020,2020Q3,0,0,0.3868,Critical
LN004571,2024-05-15,VA,Student,29841,0.0459,120,721,67920,0.107,Near-Prime,Current,0,0,0.0671,2024,2024Q2,0,0,0.3224,Critical
LN004572,2022-05-01,MI,Mortgage,276810,0.0251,360,833,42615,0.371,Near-Prime,Current,0,0,0.016,2022,2022Q2,0,0,0.1674,High
LN004573,2024-10-05,VA,Auto,64873,0.062,60,673,66515,0.211,Near-Prime,Current,0,0,0.0607,2024,2024Q4,0,0,0.3629,Critical
LN004574,2021-03-10,MI,Credit Card,9928,0.0423,0,728,119389,0.217,Near-Prime,Current,0,0,0.0474,2021,2021Q1,0,0,0.2805,High
LN004575,2024-02-17,FL,Mortgage,142440,0.0484,360,703,35048,0.278,Near-Prime,Current,0,0,0.0631,2024,2024Q1,0,0,0.3675,Critical
LN004576,2024-11-01,FL,Personal,10264,0.0308,48,773,47349,0.277,Near-Prime,Current,0,0,0.0231,2024,2024Q4,0,0,0.2842,High
LN004577,2023-05-12,TX,Credit Card,6177,0.0597,0,687,65048,0.287,Near-Prime,Current,0,0,0.0659,2023,2023Q2,0,0,0.3597,Critical
LN004578,2024-12-03,LA,Mortgage,269075,0.0811,360,603,25256,0.108,Subprime,Current,0,0,0.1164,2024,2024Q4,0,0,0.6753,Critical
LN004579,2023-10-02,VA,Student,43799,0.0219,120,839,90373,0.578,Subprime,Current,0,0,0.0119,2023,2023Q4,0,0,0.2128,High
LN004580,2024-01-04,TX,Small Business,151012,0.04,84,771,41683,0.3,Near-Prime,Current,2,0,0.0257,2024,2024Q1,0,0,0.2764,High
LN004581,2023-04-22,TX,Personal,12023,0.0319,48,799,61365,0.169,Near-Prime,Current,0,0,0.0253,2023,2023Q2,0,0,0.1932,High
LN004582,2022-04-13,OK,Mortgage,391291,0.0379,360,750,34490,0.21,Near-Prime,Current,0,0,0.0155,2022,2022Q2,0,0,0.2697,High
LN004583,2024-09-30,IN,Mortgage,344250,0.0357,360,765,33847,0.093,Near-Prime,Current,0,0,0.0143,2024,2024Q3,0,0,0.2755,High
LN004584,2021-02-19,WA,Mortgage,205400,0.0542,360,692,59493,0.134,Near-Prime,Current,0,0,0.0551,2021,2021Q1,0,0,0.3088,Critical
LN004585,2023-06-02,IL,Student,28117,0.0826,120,572,130459,0.295,Deep Subprime,60-89 DPD,70,0,0.2362,2023,2023Q2,0,1,0.6183,Critical
LN004586,2022-10-27,FL,Student,21162,0.034,120,771,37126,0.337,Near-Prime,Current,0,0,0.0271,2022,2022Q4,0,0,0.311,Critical
LN004587,2020-08-09,ME,Personal,15814,0.0837,48,596,94580,0.259,Subprime,90+ DPD,105,0,0.1489,2020,2020Q3,0,1,0.679,Critical
LN004588,2022-03-14,CO,Mortgage,99706,0.0337,360,766,115282,0.431,Subprime,Current,0,0,0.027,2022,2022Q1,0,0,0.2942,High
LN004589,2021-12-11,NY,Mortgage,260706,0.1167,360,386,97584,0.125,Deep Subprime,30-59 DPD,41,0,0.2238,2021,2021Q4,0,1,0.8284,Critical
LN004590,2023-07-11,LA,Personal,15201,0.0578,48,682,54960,0.205,Near-Prime,Current,0,0,0.0764,2023,2023Q3,0,0,0.4413,Critical
LN004591,2024-09-27,MO,Personal,21626,0.0981,48,448,67394,0.124,Deep Subprime,60-89 DPD,76,0,0.2755,2024,2024Q3,0,1,0.796,Critical
LN004592,2024-04-27,NY,Small Business,55104,0.0447,84,716,128618,0.424,Near-Prime,Current,0,0,0.0848,2024,2024Q2,0,0,0.3288,Critical
LN004593,2019-07-08,PA,Personal,9720,0.0347,48,772,96262,0.171,Prime,Current,0,0,0.0344,2019,2019Q3,0,0,0.2442,High
LN004594,2021-07-21,TX,Student,26943,0.0674,120,632,60506,0.382,Subprime,Default,182,15285,0.1299,2021,2021Q3,1,1,0.5987,Critical
